model,context,dataset,id,sentence,sent_shuffle,true_label,pred_original,pred_shuffle,change_type,has_discourse_marker,has_hedging,has_causal_structure,has_contrastive,claim_premise_structure,notes
ministral-3b-latest,c1,FINARG,FINARG-dev-13,So I guess what I'm saying is I just expect some of this to land in this year.,to this I'm expect saying I this is some in I of guess land year. just So what,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-3b-latest,c1,FINARG,FINARG-dev-15,"And so we think the mix shift to Stories is a big opportunity for us and it's going to take time to continue to get advertisers in, but we're very happy with demand to date.","is opportunity mix time with continue very it's in, get us a big but Stories take happy shift advertisers And to for to we demand we're to think to the date. and going so to",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-3b-latest,c1,FINARG,FINARG-dev-171,But that’s about $100 million impact that we would not have seen before that.,would before we that that. seen impact about not $100 million But that’s have,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
ministral-3b-latest,c1,FINARG,FINARG-dev-178,"You can see the – in our supplemental revenue disclosure, it's in other revenue, and it's the majority of the other revenue in that line item.","the other disclosure, item. the our in it's it's in in of can and that revenue, see majority line – revenue supplemental revenue You the other",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
ministral-3b-latest,c1,FINARG,FINARG-dev-180,"And so again, that's a new muscle for advertisers.","that's muscle for a advertisers. again, new And so",No-Argument,No-Argument,Argument,correct_to_wrong,,,,,,
ministral-3b-latest,c1,FINARG,FINARG-dev-181,What I can tell you there is we still think there's a lot of room in Prime.,we there's there is in room of think still I can lot Prime. you a What tell,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
ministral-3b-latest,c1,FINARG,FINARG-dev-183,"So as people invest, they can use these different platforms together, and we're pretty excited to see that progress.","excited pretty they platforms can to that use we're see together, as and people progress. these different So invest,",No-Argument,No-Argument,Argument,correct_to_wrong,,,,,,
ministral-3b-latest,c1,FINARG,FINARG-dev-184,I would say that India and China are totally different.,are that say totally and China different. India I would,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
ministral-3b-latest,c1,IAM,IAM-dev-1,"In particular, they point to the systemic presence of racial, socio-economic, geographic, and gender bias in its implementation as evidence of how the practice is illegitimate and in need of suspension or abolition [ref].","the evidence of and is need in socio-economic, its geographic, and bias illegitimate racial, of of systemic the In abolition gender as they or in how point practice to suspension [ref]. implementation particular, presence",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-3b-latest,c1,IAM,IAM-dev-6,Free trade reduces poverty.,reduces trade poverty. Free,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-3b-latest,c1,IAM,IAM-dev-8,"“Public smoking bans seem to be tremendously effective in reducing heart attack and, theoretically, might also help to prevent lung cancer and emphysema, diseases that develop much more slowly than heart attacks.","much be heart also develop attack emphysema, tremendously lung and, help reducing slowly might that cancer heart smoking theoretically, prevent bans to and seem than to more attacks. in diseases “Public effective",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-3b-latest,c1,IAM,IAM-dev-9,"Beauty contests, like sport, can be an important focus of national or regional pride.","focus regional important an pride. or be like of sport, can Beauty contests, national",Argument,No-Argument,Argument,wrong_to_correct,,,,,,
ministral-3b-latest,c1,IAM,IAM-dev-10,Ease of access to the Internet can increase escapism in which a user uses the Internet as an escape from the perceived unpleasant or banal aspects of daily/real life.,escape the which unpleasant perceived can Internet user a Internet in banal from life. as of of uses access an daily/real the aspects increase escapism or Ease to the,Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-3b-latest,c1,IAM,IAM-dev-14,"The reduction in heart attacks associated with public smoking bans is a big deal,” said Steven Schroeder, M.D., director, Smoking Cessation Leadership Center University of California, San Francisco.","director, Schroeder, is Leadership Francisco. with associated a said bans of big Smoking Steven California, reduction deal,” in M.D., San attacks Center public smoking University The heart Cessation",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-3b-latest,c1,IAM,IAM-dev-171,"During the war more than 500,000 women were volunteer uniformed auxiliaries in the German armed forces (Wehrmacht).","were auxiliaries 500,000 women forces armed German uniformed volunteer the war the (Wehrmacht). than in During more",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
ministral-3b-latest,c1,IAM,IAM-dev-172,Increasing support for abstinence-only sex education by conservative groups has been one of the primary causes of this controversy.,primary the sex has education causes this by of of been support one for controversy. conservative groups Increasing abstinence-only,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
ministral-3b-latest,c1,IAM,IAM-dev-175,Revenues from tourism could in any case be taxed in order to offset the cost of scientific research.,the offset in in any be scientific case order of from to tourism cost research. taxed Revenues could,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
ministral-3b-latest,c1,IAM,IAM-dev-177,The standards have been used in determining whether to apply the death sentence in murder cases.,whether apply in determining murder the sentence to standards have in cases. used death The been,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
ministral-3b-latest,c1,IAM,IAM-dev-178,"To combat organ trafficking, he recommends, among other steps:","trafficking, among other he steps: organ recommends, To combat",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
ministral-3b-latest,c1,IAM,IAM-dev-179,"The difference, Cohen explains, is that an obligation is what we ought to do, whereas a right is what others can justly demand that we do.","right to what do. others an that we a demand ought what difference, whereas that do, Cohen is we is justly obligation is The explains, can",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
ministral-3b-latest,c1,IAM,IAM-dev-183,"A rare exception was the visit by the sports writer and former athlete, Doug Gilbert of the Edmonton Sun, who said:","who visit Gilbert the writer Doug of Sun, by athlete, Edmonton and rare former exception the the sports A was said:",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
ministral-3b-latest,c1,IAM,IAM-dev-185,Structured homeschooling includes any method or style of home education that follows a basic curriculum with articulated goals and outcomes.,outcomes. or curriculum method education basic with and style a goals that homeschooling follows includes articulated of home Structured any,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
ministral-3b-latest,c1,PE,PE-dev-2,"Regardless of some exceptions, it is obvious that living in small towns is healthier than in big cities.","healthier is it in is that big obvious small in of towns some than cities. living Regardless exceptions,",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-3b-latest,c1,PE,PE-dev-3,"However, I am convinced that it is vital to follow one's own religious practices which can bring the enlightenment in mind.","in it which that follow practices can enlightenment is religious the one's I own am bring vital to However, convinced mind.",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-3b-latest,c1,PE,PE-dev-5,"Therefore, one who has studied and lived overseas will become more eligible for the job than his/her peers.","the for studied become and overseas his/her lived more than one eligible who job peers. will Therefore, has",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-3b-latest,c1,PE,PE-dev-6,"On the other hand, it is possible for ordinary people to participate in some actions of environment protection, and they also can benefit from the improvement of environment.","and environment to can environment. possible is participate actions people the in they of improvement the some other protection, of it benefit for ordinary from On hand, also",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-3b-latest,c1,PE,PE-dev-9,"Thus, dependence on computers is not a bad thing.","computers a bad is thing. on not Thus, dependence",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-3b-latest,c1,PE,PE-dev-13,"While some people believe that non-academic subjects should be completely removed, I strongly disagree with that.","should completely non-academic subjects with removed, strongly be some people disagree that. that I While believe",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-3b-latest,c1,PE,PE-dev-14,"Where a person lives and grow up is very important to his future life, because the environment that a person grow up, build the personality and his/her culture.","a environment to up, culture. up grow his because important personality future person the and a life, person that his/her and build is very the Where lives grow",Argument,Argument,No-Argument,correct_to_wrong,,,,,,
ministral-3b-latest,c1,PE,PE-dev-173,"When huge injection campaigns are organized throughout our country, the community's health state will be improved remarkably.","our community's organized throughout improved be will the country, huge injection state remarkably. are health When campaigns",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
ministral-3b-latest,c1,PE,PE-dev-179,"With the the tax amount for which they pay, the rich may help a vast number of students from families with poverty background to continue their studies, and earn a better quality of life.","for families with help continue earn number rich of may studies, vast their the pay, a which background With of a from the quality and poverty tax to amount better life. students the they",No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
ministral-3b-latest,c1,PE,PE-dev-180,This essay will discuss some arguments for and against animal domestication.,and discuss will against arguments for animal some This essay domestication.,No-Argument,Argument,No-Argument,wrong_to_correct,,,,,,
